# BUSCO version is: 2.0.1 
# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)
# To reproduce this run: python /home/deepseq/tool/BUSCO_v2.0.1/BUSCO.py -i Trinity.fasta.ca -o 202011110210-B1YMW2LFF1NY5T3G_DE_trans -l /home/deepseq/tool/BUSCO_v2.0.1/embryophyta_odb9/ -m tran -c 32 -sp arabidopsis
#
# Busco id	Status	Sequence	Score	Length
EOG09360JFS	Complete	C0000217652_TRINITY_DN22434_c0_g1_i3	457.6	312
EOG09360JGG	Duplicated	C0000283239_TRINITY_DN28533_c0_g1_i2	475.0	240
EOG09360JGG	Duplicated	C0000283240_TRINITY_DN28533_c0_g1_i3	464.6	240
EOG09360JHI	Duplicated	C0000231064_TRINITY_DN28130_c3_g1_i6	457.8	240
EOG09360JHI	Duplicated	C0000231081_TRINITY_DN28130_c3_g1_i22	435.8	240
EOG09360JHI	Duplicated	C0000231081_TRINITY_DN28130_c3_g1_i22	455.5	240
EOG09360JHI	Duplicated	C0000231089_TRINITY_DN28130_c3_g1_i30	455.3	240
EOG09360JI8	Duplicated	C0000189277_TRINITY_DN22022_c0_g1_i1	557.0	292
EOG09360JI8	Duplicated	C0000189278_TRINITY_DN22022_c0_g2_i1	556.3	292
EOG09360JIY	Duplicated	C0000240482_TRINITY_DN26866_c3_g2_i1	341.8	173
EOG09360JIY	Duplicated	C0000240483_TRINITY_DN26866_c3_g1_i2	342.1	173
EOG09360JIY	Duplicated	C0000240490_TRINITY_DN26866_c3_g1_i6	341.2	173
EOG09360JL5	Duplicated	C0000042004_TRINITY_DN26427_c2_g2_i1	321.6	344
EOG09360JL5	Duplicated	C0000042008_TRINITY_DN26427_c2_g2_i3	370.1	378
EOG09360JL5	Duplicated	C0000070228_TRINITY_DN29271_c4_g1_i3	372.1	338
EOG09360JLO	Duplicated	C0000253047_TRINITY_DN21639_c1_g1_i1	197.4	156
EOG09360JLO	Duplicated	C0000253047_TRINITY_DN21639_c1_g1_i1	197.4	156
EOG09360JLO	Duplicated	C0000253048_TRINITY_DN21639_c1_g1_i2	193.5	183
EOG09360JLO	Duplicated	C0000253049_TRINITY_DN21639_c1_g1_i3	193.3	183
EOG09360JLQ	Duplicated	C0000086672_TRINITY_DN19916_c0_g1_i1	523.1	307
EOG09360JLQ	Duplicated	C0000086673_TRINITY_DN19916_c0_g1_i2	521.5	307
EOG09360JLQ	Duplicated	C0000086674_TRINITY_DN19916_c0_g1_i3	523.4	307
EOG09360JMJ	Duplicated	C0000066798_TRINITY_DN28260_c1_g3_i1	354.5	269
EOG09360JMJ	Duplicated	C0000066815_TRINITY_DN28260_c1_g3_i9	354.1	269
EOG09360JO0	Duplicated	C0000205444_TRINITY_DN24524_c1_g1_i2	470.0	331
EOG09360JO0	Duplicated	C0000205445_TRINITY_DN24524_c1_g2_i1	469.9	331
EOG09360JO0	Duplicated	C0000205450_TRINITY_DN24524_c1_g2_i4	470.0	331
EOG09360JO1	Duplicated	C0000109203_TRINITY_DN22594_c0_g2_i1	379.1	317
EOG09360JO1	Duplicated	C0000109205_TRINITY_DN22594_c0_g1_i2	379.3	317
EOG09360JOE	Duplicated	C0000049099_TRINITY_DN26028_c0_g2_i1	383.9	233
EOG09360JOE	Duplicated	C0000049102_TRINITY_DN26028_c0_g1_i8	356.8	214
EOG09360JOE	Duplicated	C0000049109_TRINITY_DN26028_c0_g1_i11	384.5	233
EOG09360JRA	Duplicated	C0000042941_TRINITY_DN23467_c0_g1_i1	383.0	200
EOG09360JRA	Duplicated	C0000042942_TRINITY_DN23467_c0_g1_i2	383.3	200
EOG09360JRA	Duplicated	C0000156396_TRINITY_DN29779_c1_g2_i1	383.8	200
EOG09360JSH	Duplicated	C0000109246_TRINITY_DN22582_c0_g1_i2	718.5	366
EOG09360JSH	Duplicated	C0000109248_TRINITY_DN22582_c0_g2_i1	718.5	366
EOG09360JSH	Duplicated	C0000109249_TRINITY_DN22582_c0_g1_i4	656.0	330
EOG09360JU9	Duplicated	C0000223932_TRINITY_DN23155_c0_g1_i1	384.5	217
EOG09360JU9	Duplicated	C0000223933_TRINITY_DN23155_c0_g1_i2	384.3	217
EOG09360JU9	Duplicated	C0000223937_TRINITY_DN23155_c0_g2_i3	384.5	217
EOG09360JUS	Duplicated	C0000131540_TRINITY_DN21504_c0_g2_i2	293.7	183
EOG09360JUS	Duplicated	C0000131541_TRINITY_DN21504_c0_g1_i4	337.2	212
EOG09360JVS	Duplicated	C0000084532_TRINITY_DN30066_c1_g1_i1	386.0	188
EOG09360JVS	Duplicated	C0000084552_TRINITY_DN30066_c1_g3_i4	385.7	188
EOG09360JVS	Duplicated	C0000084575_TRINITY_DN30066_c1_g1_i14	385.9	188
EOG09360JVX	Complete	C0000192866_TRINITY_DN30537_c2_g1_i3	265.7	150
EOG09360JWQ	Duplicated	C0000227895_TRINITY_DN20941_c0_g1_i1	357.7	202
EOG09360JWQ	Duplicated	C0000227897_TRINITY_DN20941_c0_g1_i3	396.0	221
EOG09360JWQ	Duplicated	C0000227898_TRINITY_DN20941_c1_g1_i1	395.9	221
EOG09360JWS	Duplicated	C0000189251_TRINITY_DN22084_c0_g2_i3	420.2	236
EOG09360JWS	Duplicated	C0000189252_TRINITY_DN22084_c0_g3_i1	382.5	216
EOG09360JWT	Duplicated	C0000028644_TRINITY_DN26741_c4_g1_i2	308.2	200
EOG09360JWT	Duplicated	C0000028664_TRINITY_DN26741_c4_g1_i13	314.7	202
EOG09360JWZ	Duplicated	C0000265175_TRINITY_DN26687_c0_g2_i1	376.9	195
EOG09360JWZ	Duplicated	C0000265176_TRINITY_DN26687_c0_g1_i2	377.4	195
EOG09360JWZ	Duplicated	C0000265180_TRINITY_DN26687_c0_g1_i3	376.8	195
EOG09360JXC	Duplicated	C0000026785_TRINITY_DN26717_c0_g1_i2	384.6	209
EOG09360JXC	Duplicated	C0000026788_TRINITY_DN26717_c0_g1_i4	384.7	209
EOG09360JXC	Duplicated	C0000026808_TRINITY_DN26717_c0_g1_i15	384.4	209
EOG09360K0E	Duplicated	C0000113419_TRINITY_DN21915_c0_g1_i3	442.4	256
EOG09360K0E	Duplicated	C0000113420_TRINITY_DN21915_c0_g2_i2	481.7	297
EOG09360K0E	Duplicated	C0000113421_TRINITY_DN21915_c0_g1_i4	481.6	297
EOG09360K1H	Duplicated	C0000002710_TRINITY_DN27540_c1_g1_i1	254.4	167
EOG09360K1H	Duplicated	C0000002711_TRINITY_DN27540_c1_g2_i1	267.3	161
EOG09360K1H	Duplicated	C0000002713_TRINITY_DN27540_c1_g1_i2	267.8	161
EOG09360K1I	Complete	C0000248276_TRINITY_DN15733_c0_g1_i1	379.7	279
EOG09360K2H	Duplicated	C0000062952_TRINITY_DN24408_c1_g2_i2	371.0	200
EOG09360K2H	Duplicated	C0000062953_TRINITY_DN24408_c1_g4_i1	367.6	194
EOG09360K2J	Duplicated	C0000210047_TRINITY_DN27044_c5_g4_i1	353.8	225
EOG09360K2J	Duplicated	C0000210051_TRINITY_DN27044_c5_g1_i4	353.9	225
EOG09360K2J	Duplicated	C0000210058_TRINITY_DN27044_c5_g1_i7	353.9	225
EOG09360K2Q	Complete	C0000302204_TRINITY_DN28442_c6_g1_i2	446.6	281
EOG09360K2V	Duplicated	C0000135452_TRINITY_DN20053_c0_g1_i1	597.6	322
EOG09360K2V	Duplicated	C0000189970_TRINITY_DN573_c0_g1_i1	598.0	322
EOG09360K47	Duplicated	C0000216973_TRINITY_DN13448_c0_g1_i1	482.4	270
EOG09360K47	Duplicated	C0000291540_TRINITY_DN16822_c0_g1_i1	482.4	270
EOG09360K4S	Duplicated	C0000290079_TRINITY_DN25422_c0_g1_i8	424.7	226
EOG09360K4S	Duplicated	C0000290080_TRINITY_DN25422_c0_g2_i3	424.5	226
EOG09360K5X	Duplicated	C0000241851_TRINITY_DN26884_c0_g1_i2	481.5	216
EOG09360K5X	Duplicated	C0000241860_TRINITY_DN26884_c0_g1_i10	481.7	216
EOG09360K5X	Duplicated	C0000241863_TRINITY_DN26884_c0_g1_i13	481.6	216
EOG09360K5Y	Duplicated	C0000057511_TRINITY_DN28792_c1_g2_i2	461.1	265
EOG09360K5Y	Duplicated	C0000057516_TRINITY_DN28792_c1_g5_i1	442.5	250
EOG09360K5Y	Duplicated	C0000057528_TRINITY_DN28792_c1_g2_i5	461.2	265
EOG09360K6Z	Fragmented	C0000189187_TRINITY_DN22009_c0_g1_i10	334.0	175
EOG09360K7R	Duplicated	C0000109086_TRINITY_DN22592_c0_g2_i1	344.5	208
EOG09360K7R	Duplicated	C0000109087_TRINITY_DN22592_c0_g1_i3	344.5	208
EOG09360K7R	Duplicated	C0000109090_TRINITY_DN22592_c0_g1_i5	342.0	208
EOG09360K87	Duplicated	C0000038608_TRINITY_DN19245_c0_g1_i1	420.0	238
EOG09360K87	Duplicated	C0000255511_TRINITY_DN22302_c1_g1_i2	419.8	238
EOG09360K8B	Duplicated	C0000184280_TRINITY_DN17007_c0_g2_i2	394.1	209
EOG09360K8B	Duplicated	C0000184281_TRINITY_DN17007_c0_g1_i2	394.8	209
EOG09360K8L	Duplicated	C0000122024_TRINITY_DN29653_c7_g1_i8	359.3	175
EOG09360K8L	Duplicated	C0000122029_TRINITY_DN29653_c7_g1_i13	360.4	175
EOG09360K8L	Duplicated	C0000122032_TRINITY_DN29653_c7_g1_i15	359.8	175
EOG09360K9G	Duplicated	C0000120683_TRINITY_DN26260_c0_g1_i5	209.0	215
EOG09360K9G	Duplicated	C0000307425_TRINITY_DN25134_c0_g1_i1	200.6	212
EOG09360K9G	Duplicated	C0000307429_TRINITY_DN25134_c0_g2_i2	201.1	212
EOG09360KAB	Duplicated	C0000231889_TRINITY_DN28107_c0_g1_i5	331.4	184
EOG09360KAB	Duplicated	C0000231894_TRINITY_DN28107_c0_g1_i8	323.4	179
EOG09360KB8	Complete	C0000224834_TRINITY_DN24938_c0_g1_i5	371.4	224
EOG09360KBD	Missing
EOG09360KBS	Complete	C0000077532_TRINITY_DN18688_c0_g1_i3	405.9	268
EOG09360KCW	Duplicated	C0000027746_TRINITY_DN26719_c1_g4_i6	357.3	265
EOG09360KCW	Duplicated	C0000027748_TRINITY_DN26719_c1_g4_i8	353.9	265
EOG09360KEM	Duplicated	C0000142365_TRINITY_DN27821_c1_g1_i3	181.5	185
EOG09360KEM	Duplicated	C0000142366_TRINITY_DN27821_c1_g1_i4	182.1	185
EOG09360KES	Duplicated	C0000109436_TRINITY_DN22570_c0_g2_i1	382.9	214
EOG09360KES	Duplicated	C0000109440_TRINITY_DN22570_c0_g1_i2	382.8	214
EOG09360KF8	Complete	C0000263284_TRINITY_DN21486_c0_g2_i3	396.7	249
EOG09360KFU	Fragmented	C0000127687_TRINITY_DN14309_c0_g1_i1	284.2	220
EOG09360KG8	Complete	C0000036256_TRINITY_DN23814_c0_g1_i3	427.8	242
EOG09360KGN	Duplicated	C0000035117_TRINITY_DN20840_c0_g2_i1	525.5	256
EOG09360KGN	Duplicated	C0000035118_TRINITY_DN20840_c0_g2_i2	525.1	256
EOG09360KGN	Duplicated	C0000254684_TRINITY_DN17597_c0_g1_i1	525.2	256
EOG09360KH1	Complete	C0000075065_TRINITY_DN27747_c0_g2_i1	268.5	207
EOG09360KHE	Missing
EOG09360KJA	Complete	C0000253616_TRINITY_DN62797_c0_g1_i1	383.2	184
EOG09360KKY	Duplicated	C0000228917_TRINITY_DN23767_c0_g1_i5	331.8	200
EOG09360KKY	Duplicated	C0000228920_TRINITY_DN23767_c0_g2_i4	339.2	203
EOG09360KKY	Duplicated	C0000228922_TRINITY_DN23767_c0_g2_i5	338.4	203
EOG09360KLG	Duplicated	C0000289347_TRINITY_DN25494_c3_g2_i1	344.4	188
EOG09360KLG	Duplicated	C0000289347_TRINITY_DN25494_c3_g2_i1	344.4	188
EOG09360KLG	Duplicated	C0000289354_TRINITY_DN25494_c3_g2_i6	346.1	188
EOG09360KLG	Duplicated	C0000289360_TRINITY_DN25494_c3_g2_i10	326.0	189
EOG09360KLG	Duplicated	C0000289360_TRINITY_DN25494_c3_g2_i10	344.2	188
EOG09360KLO	Missing
EOG09360KMC	Duplicated	C0000102090_TRINITY_DN28950_c1_g2_i22	487.7	274
EOG09360KMC	Duplicated	C0000102099_TRINITY_DN28950_c1_g2_i27	489.0	274
EOG09360KOT	Duplicated	C0000132549_TRINITY_DN30338_c2_g1_i1	322.5	193
EOG09360KOT	Duplicated	C0000132553_TRINITY_DN30338_c2_g1_i4	322.9	193
EOG09360KOT	Duplicated	C0000132561_TRINITY_DN30338_c2_g2_i6	322.9	193
EOG09360KOU	Duplicated	C0000059474_TRINITY_DN28719_c2_g1_i1	354.1	197
EOG09360KOU	Duplicated	C0000085423_TRINITY_DN30027_c1_g1_i1	354.5	197
EOG09360KOU	Duplicated	C0000085426_TRINITY_DN30027_c1_g1_i4	354.4	197
EOG09360KOY	Fragmented	C0000300763_TRINITY_DN28497_c6_g1_i23	206.9	136
EOG09360KPV	Duplicated	C0000290038_TRINITY_DN25449_c0_g1_i1	341.7	272
EOG09360KPV	Duplicated	C0000290048_TRINITY_DN25449_c0_g1_i8	360.9	268
EOG09360KPV	Duplicated	C0000290049_TRINITY_DN25449_c0_g2_i4	319.1	242
EOG09360KQ2	Duplicated	C0000035052_TRINITY_DN20836_c0_g1_i2	296.1	197
EOG09360KQ2	Duplicated	C0000035054_TRINITY_DN20836_c0_g2_i1	296.3	197
EOG09360KQ2	Duplicated	C0000035057_TRINITY_DN20836_c0_g2_i3	296.7	197
EOG09360KRQ	Duplicated	C0000024063_TRINITY_DN29156_c2_g1_i1	353.1	230
EOG09360KRQ	Duplicated	C0000024066_TRINITY_DN29156_c2_g2_i2	353.4	230
EOG09360KRQ	Duplicated	C0000024067_TRINITY_DN29156_c2_g2_i3	353.5	230
EOG09360KTE	Duplicated	C0000084579_TRINITY_DN30028_c1_g1_i1	365.1	206
EOG09360KTE	Duplicated	C0000084581_TRINITY_DN30028_c1_g1_i3	345.5	201
EOG09360KTE	Duplicated	C0000158198_TRINITY_DN29774_c1_g1_i2	363.8	206
EOG09360KUC	Duplicated	C0000020336_TRINITY_DN25218_c0_g1_i8	300.2	244
EOG09360KUC	Duplicated	C0000020336_TRINITY_DN25218_c0_g1_i8	300.2	244
EOG09360KUC	Duplicated	C0000020338_TRINITY_DN25218_c0_g1_i10	300.9	244
EOG09360KUC	Duplicated	C0000020350_TRINITY_DN25218_c0_g1_i22	301.4	244
EOG09360KV4	Duplicated	C0000069596_TRINITY_DN20299_c1_g1_i1	293.7	165
EOG09360KV4	Duplicated	C0000069599_TRINITY_DN20299_c1_g1_i4	295.4	165
EOG09360KV4	Duplicated	C0000151618_TRINITY_DN2619_c0_g1_i2	294.5	165
EOG09360KVM	Duplicated	C0000223606_TRINITY_DN23164_c0_g1_i1	468.5	243
EOG09360KVM	Duplicated	C0000223609_TRINITY_DN23164_c0_g1_i4	468.3	243
EOG09360KVM	Duplicated	C0000223610_TRINITY_DN23164_c0_g1_i5	467.9	243
EOG09360KZ4	Duplicated	C0000112567_TRINITY_DN22654_c0_g1_i1	305.6	202
EOG09360KZ4	Duplicated	C0000112568_TRINITY_DN22654_c0_g1_i2	305.8	202
EOG09360KZ4	Duplicated	C0000112568_TRINITY_DN22654_c0_g1_i2	305.8	202
EOG09360KZ9	Duplicated	C0000173426_TRINITY_DN25930_c1_g1_i3	376.7	188
EOG09360KZ9	Duplicated	C0000173449_TRINITY_DN25930_c1_g1_i10	377.0	188
EOG09360L09	Duplicated	C0000018997_TRINITY_DN13995_c0_g1_i1	336.0	246
EOG09360L09	Duplicated	C0000018999_TRINITY_DN13995_c0_g2_i1	335.7	246
EOG09360L1R	Duplicated	C0000164658_TRINITY_DN24729_c0_g1_i4	357.9	226
EOG09360L1R	Duplicated	C0000164663_TRINITY_DN24729_c0_g2_i8	357.6	226
EOG09360L1R	Duplicated	C0000164666_TRINITY_DN24729_c0_g1_i6	357.8	226
EOG09360L3B	Duplicated	C0000083613_TRINITY_DN30080_c3_g2_i2	367.6	218
EOG09360L3B	Duplicated	C0000083629_TRINITY_DN30080_c3_g2_i10	372.6	218
EOG09360L3B	Duplicated	C0000083646_TRINITY_DN30080_c3_g2_i20	367.5	218
EOG09360L3E	Duplicated	C0000051079_TRINITY_DN13136_c0_g1_i2	181.3	108
EOG09360L3E	Duplicated	C0000056867_TRINITY_DN18849_c0_g1_i2	180.6	110
EOG09360L3E	Duplicated	C0000056868_TRINITY_DN18849_c0_g1_i3	179.9	106
EOG09360L3V	Duplicated	C0000064941_TRINITY_DN21890_c0_g1_i2	213.6	133
EOG09360L3V	Duplicated	C0000064943_TRINITY_DN21890_c0_g2_i2	198.9	116
EOG09360L3V	Duplicated	C0000064944_TRINITY_DN21890_c0_g2_i3	213.4	133
EOG09360L5N	Complete	C0000172043_TRINITY_DN24285_c0_g1_i11	305.2	228
EOG09360L5O	Duplicated	C0000023906_TRINITY_DN29136_c1_g1_i6	404.2	341
EOG09360L5O	Duplicated	C0000121267_TRINITY_DN29643_c3_g6_i1	400.8	303
EOG09360L6F	Duplicated	C0000145007_TRINITY_DN23006_c0_g1_i2	394.7	233
EOG09360L6F	Duplicated	C0000145014_TRINITY_DN23006_c0_g1_i6	394.3	233
EOG09360L6F	Duplicated	C0000145015_TRINITY_DN23006_c0_g2_i4	394.8	233
EOG09360L6S	Duplicated	C0000220082_TRINITY_DN21217_c0_g1_i1	355.1	198
EOG09360L6S	Duplicated	C0000220083_TRINITY_DN21217_c0_g2_i1	355.0	198
EOG09360L7I	Duplicated	C0000287020_TRINITY_DN27207_c1_g1_i5	313.1	214
EOG09360L7I	Duplicated	C0000287027_TRINITY_DN27207_c1_g1_i11	297.9	190
EOG09360L7I	Duplicated	C0000287029_TRINITY_DN27207_c1_g1_i13	310.2	214
EOG09360L9K	Duplicated	C0000214929_TRINITY_DN23647_c0_g1_i2	370.4	221
EOG09360L9K	Duplicated	C0000214929_TRINITY_DN23647_c0_g1_i2	370.4	221
EOG09360L9K	Duplicated	C0000214937_TRINITY_DN23647_c0_g1_i9	371.6	221
EOG09360L9K	Duplicated	C0000214940_TRINITY_DN23647_c0_g1_i12	371.7	221
EOG09360LA3	Duplicated	C0000046550_TRINITY_DN14963_c0_g1_i1	395.4	241
EOG09360LA3	Duplicated	C0000216314_TRINITY_DN67381_c0_g1_i1	342.6	194
EOG09360LAA	Duplicated	C0000041113_TRINITY_DN26401_c5_g2_i1	368.9	238
EOG09360LAA	Duplicated	C0000041115_TRINITY_DN26401_c5_g2_i3	356.1	238
EOG09360LAA	Duplicated	C0000041120_TRINITY_DN26401_c5_g1_i4	369.1	238
EOG09360LCF	Duplicated	C0000299560_TRINITY_DN28413_c5_g5_i1	320.8	176
EOG09360LCF	Duplicated	C0000299583_TRINITY_DN28413_c5_g5_i8	318.0	176
EOG09360LCF	Duplicated	C0000299588_TRINITY_DN28413_c5_g3_i11	317.9	176
EOG09360LCK	Duplicated	C0000042035_TRINITY_DN26427_c3_g1_i9	242.1	238
EOG09360LCK	Duplicated	C0000042040_TRINITY_DN26427_c3_g4_i5	242.6	238
EOG09360LCK	Duplicated	C0000042060_TRINITY_DN26427_c3_g4_i8	241.8	238
EOG09360LDJ	Duplicated	C0000217637_TRINITY_DN22458_c0_g1_i4	298.4	196
EOG09360LDJ	Duplicated	C0000217637_TRINITY_DN22458_c0_g1_i4	298.4	196
EOG09360LDJ	Duplicated	C0000217638_TRINITY_DN22458_c0_g1_i5	300.1	196
EOG09360LDJ	Duplicated	C0000217640_TRINITY_DN22458_c0_g1_i7	299.8	196
EOG09360LE4	Missing
EOG09360LF5	Complete	C0000038645_TRINITY_DN19225_c0_g1_i1	267.4	210
EOG09360LF7	Duplicated	C0000215824_TRINITY_DN23910_c0_g1_i3	301.4	223
EOG09360LF7	Duplicated	C0000215824_TRINITY_DN23910_c0_g1_i3	301.7	223
EOG09360LF7	Duplicated	C0000215831_TRINITY_DN23910_c0_g1_i10	301.7	223
EOG09360LFN	Duplicated	C0000244970_TRINITY_DN25769_c0_g1_i2	378.0	228
EOG09360LFN	Duplicated	C0000244979_TRINITY_DN25769_c0_g1_i7	378.8	228
EOG09360LFN	Duplicated	C0000244985_TRINITY_DN25769_c0_g1_i11	378.7	228
EOG09360LFY	Duplicated	C0000222596_TRINITY_DN25506_c0_g2_i1	260.4	141
EOG09360LFY	Duplicated	C0000222601_TRINITY_DN25506_c0_g3_i1	260.3	141
EOG09360LG0	Duplicated	C0000189073_TRINITY_DN22000_c0_g1_i2	420.4	210
EOG09360LG0	Duplicated	C0000189075_TRINITY_DN22000_c0_g2_i3	420.5	210
EOG09360LG2	Complete	C0000177459_TRINITY_DN26134_c0_g2_i5	311.6	198
EOG09360LG4	Duplicated	C0000113107_TRINITY_DN21934_c0_g1_i2	191.8	214
EOG09360LG4	Duplicated	C0000113108_TRINITY_DN21934_c0_g2_i1	194.1	214
EOG09360LHO	Duplicated	C0000037089_TRINITY_DN23851_c0_g1_i3	321.8	187
EOG09360LHO	Duplicated	C0000037093_TRINITY_DN23851_c0_g3_i4	321.9	187
EOG09360LHQ	Duplicated	C0000167668_TRINITY_DN28018_c0_g1_i3	310.4	207
EOG09360LHQ	Duplicated	C0000167673_TRINITY_DN28018_c0_g1_i8	309.5	208
EOG09360LHQ	Duplicated	C0000167680_TRINITY_DN28018_c0_g1_i14	309.7	208
EOG09360LHZ	Duplicated	C0000100284_TRINITY_DN18340_c0_g1_i1	245.2	174
EOG09360LHZ	Duplicated	C0000100285_TRINITY_DN18340_c0_g2_i1	215.8	133
EOG09360LHZ	Duplicated	C0000100286_TRINITY_DN18340_c0_g2_i2	245.1	174
EOG09360LIN	Duplicated	C0000008167_TRINITY_DN30975_c5_g1_i15	354.0	210
EOG09360LIN	Duplicated	C0000008637_TRINITY_DN30907_c6_g1_i3	310.5	190
EOG09360LIN	Duplicated	C0000008646_TRINITY_DN30907_c6_g1_i11	354.2	210
EOG09360LJ0	Duplicated	C0000135601_TRINITY_DN20004_c0_g1_i1	328.2	165
EOG09360LJ0	Duplicated	C0000135602_TRINITY_DN20004_c0_g1_i2	328.0	165
EOG09360LJ0	Duplicated	C0000135603_TRINITY_DN20004_c0_g2_i1	328.0	165
EOG09360LJF	Duplicated	C0000079487_TRINITY_DN22934_c0_g1_i1	322.2	196
EOG09360LJF	Duplicated	C0000079488_TRINITY_DN22934_c0_g2_i1	322.1	196
EOG09360LJF	Duplicated	C0000079490_TRINITY_DN22934_c0_g1_i3	321.2	196
EOG09360LJJ	Duplicated	C0000098971_TRINITY_DN26332_c0_g1_i6	246.0	183
EOG09360LJJ	Duplicated	C0000098976_TRINITY_DN26332_c0_g1_i11	246.0	182
EOG09360LJZ	Duplicated	C0000297042_TRINITY_DN25696_c0_g1_i1	332.2	191
EOG09360LJZ	Duplicated	C0000297059_TRINITY_DN25696_c0_g1_i11	332.2	191
EOG09360LJZ	Duplicated	C0000297061_TRINITY_DN25696_c0_g2_i7	332.4	191
EOG09360LK3	Duplicated	C0000112461_TRINITY_DN22667_c0_g1_i2	307.4	213
EOG09360LK3	Duplicated	C0000112463_TRINITY_DN22667_c0_g1_i4	307.5	213
EOG09360LK3	Duplicated	C0000112464_TRINITY_DN22667_c0_g2_i2	306.5	213
EOG09360LK7	Missing
EOG09360LL8	Duplicated	C0000048798_TRINITY_DN26002_c0_g1_i2	403.5	209
EOG09360LL8	Duplicated	C0000258452_TRINITY_DN29041_c0_g1_i1	397.2	212
EOG09360LL8	Duplicated	C0000258455_TRINITY_DN29041_c0_g1_i4	402.1	209
EOG09360LLC	Duplicated	C0000156776_TRINITY_DN29795_c4_g1_i11	279.7	184
EOG09360LLC	Duplicated	C0000156778_TRINITY_DN29795_c4_g1_i13	279.0	184
EOG09360LLC	Duplicated	C0000156782_TRINITY_DN29795_c4_g1_i17	278.7	184
EOG09360LMM	Duplicated	C0000172594_TRINITY_DN24245_c0_g2_i8	300.9	163
EOG09360LMM	Duplicated	C0000172601_TRINITY_DN24245_c0_g2_i10	292.0	163
EOG09360LMM	Duplicated	C0000172602_TRINITY_DN24245_c0_g2_i11	280.7	163
EOG09360LN2	Duplicated	C0000065206_TRINITY_DN28239_c3_g1_i1	353.7	198
EOG09360LN2	Duplicated	C0000065213_TRINITY_DN28239_c3_g1_i6	352.2	198
EOG09360LN2	Duplicated	C0000065213_TRINITY_DN28239_c3_g1_i6	352.3	198
EOG09360LN2	Duplicated	C0000065218_TRINITY_DN28239_c3_g1_i9	354.2	198
EOG09360LO8	Duplicated	C0000123813_TRINITY_DN29673_c0_g4_i1	99.1	164
EOG09360LO8	Duplicated	C0000123824_TRINITY_DN29673_c0_g2_i5	94.2	211
EOG09360LO8	Duplicated	C0000123832_TRINITY_DN29673_c0_g4_i7	95.8	211
EOG09360LPP	Duplicated	C0000243887_TRINITY_DN25731_c0_g1_i2	350.0	202
EOG09360LPP	Duplicated	C0000243891_TRINITY_DN25731_c0_g1_i6	348.9	202
EOG09360LPP	Duplicated	C0000243893_TRINITY_DN25731_c0_g1_i8	348.1	202
EOG09360LPQ	Duplicated	C0000039361_TRINITY_DN22162_c0_g1_i2	315.9	163
EOG09360LPQ	Duplicated	C0000039364_TRINITY_DN22162_c0_g2_i3	315.8	163
EOG09360LR9	Duplicated	C0000034914_TRINITY_DN20859_c0_g1_i2	358.7	189
EOG09360LR9	Duplicated	C0000034915_TRINITY_DN20859_c0_g1_i3	358.8	189
EOG09360LR9	Duplicated	C0000034916_TRINITY_DN20859_c0_g1_i4	359.1	189
EOG09360LU3	Duplicated	C0000200821_TRINITY_DN28353_c6_g1_i1	332.5	194
EOG09360LU3	Duplicated	C0000200823_TRINITY_DN28353_c6_g2_i2	332.1	194
EOG09360LU3	Duplicated	C0000200838_TRINITY_DN28353_c6_g1_i11	332.4	194
EOG09360LUG	Complete	C0000206815_TRINITY_DN15065_c1_g1_i1	127.9	90
EOG09360LVI	Duplicated	C0000256594_TRINITY_DN23392_c0_g2_i1	293.5	162
EOG09360LVI	Duplicated	C0000256596_TRINITY_DN23392_c0_g1_i2	294.5	162
EOG09360LVI	Duplicated	C0000256600_TRINITY_DN23392_c0_g1_i5	293.4	162
EOG09360LVN	Duplicated	C0000195187_TRINITY_DN30634_c1_g1_i1	280.1	136
EOG09360LVN	Duplicated	C0000195188_TRINITY_DN30634_c1_g1_i2	282.7	143
EOG09360LVN	Duplicated	C0000195192_TRINITY_DN30634_c1_g2_i2	282.6	143
EOG09360LWY	Fragmented	C0000233440_TRINITY_DN22298_c0_g1_i1	161.5	130
EOG09360LX9	Duplicated	C0000272764_TRINITY_DN30801_c3_g3_i13	321.7	178
EOG09360LX9	Duplicated	C0000272771_TRINITY_DN30801_c3_g3_i20	322.7	178
EOG09360LX9	Duplicated	C0000272783_TRINITY_DN30801_c3_g3_i29	323.0	178
EOG09360LYU	Duplicated	C0000210723_TRINITY_DN27024_c0_g2_i3	328.5	198
EOG09360LYU	Duplicated	C0000210724_TRINITY_DN27024_c0_g2_i4	294.6	198
EOG09360LYU	Duplicated	C0000210727_TRINITY_DN27024_c0_g1_i4	327.9	198
EOG09360M1I	Duplicated	C0000175551_TRINITY_DN25906_c0_g1_i1	368.0	186
EOG09360M1I	Duplicated	C0000175556_TRINITY_DN25906_c0_g1_i6	367.8	186
EOG09360M1I	Duplicated	C0000175564_TRINITY_DN25906_c0_g1_i13	349.4	186
EOG09360M1L	Complete	C0000029392_TRINITY_DN26748_c0_g5_i2	326.2	218
EOG09360M1M	Duplicated	C0000078328_TRINITY_DN68214_c0_g1_i1	262.3	156
EOG09360M1M	Duplicated	C0000292503_TRINITY_DN12523_c0_g1_i1	262.7	156
